Application order,Age at enrollment,Unemployment rate,Inflation rate,GDP,Units 1st sem credit,Units 1st sem enroll,Units 1st sem approved,Units 1st sem grade,Units 1st sem eval,Units 1st sem without eval,Target,cluster_label
1,23,15.5,2.8,-4.06,0,6,0,0.0,6,0,Dropout,2
1,47,12.7,3.7,-1.7,0,6,5,13.8,12,0,Dropout,1
1,19,16.2,0.3,-0.92,0,6,6,11.833333333333334,6,0,Graduate,0
4,19,11.1,0.6,2.02,0,0,0,0.0,0,0,Graduate,2
1,18,16.2,0.3,-0.92,0,0,0,0.0,0,0,Dropout,2
1,28,15.5,2.8,-4.06,0,5,2,10.0,9,0,Dropout,0
1,20,7.6,2.6,0.32,0,6,4,11.5,10,0,Dropout,0
2,18,15.5,2.8,-4.06,0,6,3,10.666666666666666,12,0,Enrolled,0
1,21,12.4,0.5,1.79,0,0,0,0.0,0,0,Graduate,2
1,19,10.8,1.4,1.74,0,6,4,12.75,10,0,Enrolled,0
1,24,16.2,0.3,-0.92,0,6,0,0.0,7,0,Dropout,2
1,24,16.2,0.3,-0.92,0,6,6,11.333333333333334,11,0,Enrolled,0
1,25,8.9,1.4,3.51,0,6,0,0.0,6,0,Enrolled,2
1,28,13.9,-0.3,0.79,0,6,6,13.0,10,0,Graduate,0
1,37,7.6,2.6,0.32,0,5,4,10.75,7,0,Enrolled,1
1,19,13.9,-0.3,0.79,0,5,5,12.0,8,0,Enrolled,0
4,18,11.1,0.6,2.02,0,7,7,13.462857142857144,7,0,Graduate,0
1,48,7.6,2.6,0.32,0,6,3,10.0,13,0,Dropout,1
4,21,8.9,1.4,3.51,0,6,6,12.333333333333334,6,0,Graduate,0
1,19,15.5,2.8,-4.06,0,7,6,12.528571428571428,11,0,Enrolled,0
2,21,9.4,-0.8,-3.12,0,8,0,0.0,8,8,Enrolled,2
1,23,13.9,-0.3,0.79,0,5,0,0.0,6,0,Dropout,2
1,18,10.8,1.4,1.74,0,5,5,13.6,5,0,Graduate,0
1,22,13.9,-0.3,0.79,3,6,6,12.333333333333334,7,0,Dropout,0
1,25,12.4,0.5,1.79,9,13,10,11.454545454545457,16,0,Dropout,3
1,27,11.1,0.6,2.02,8,13,8,13.5,13,2,Dropout,3
1,49,10.8,1.4,1.74,0,5,0,0.0,5,0,Dropout,1
1,31,12.7,3.7,-1.7,0,5,2,11.0,5,0,Dropout,1
1,54,16.2,0.3,-0.92,0,6,6,13.714285714285714,9,0,Dropout,1
1,25,11.1,0.6,2.02,18,21,21,12.363636363636363,26,0,Dropout,3
1,20,15.5,2.8,-4.06,1,7,3,10.666666666666666,13,0,Enrolled,0
1,28,12.7,3.7,-1.7,0,6,2,12.0,9,0,Dropout,0
1,41,12.7,3.7,-1.7,1,7,7,12.857142857142858,7,0,Graduate,1
2,19,11.1,0.6,2.02,0,6,6,13.125,10,0,Enrolled,0
1,22,15.5,2.8,-4.06,0,5,0,0.0,6,0,Dropout,2
1,34,15.5,2.8,-4.06,0,6,2,13.5,13,0,Dropout,1
1,28,11.1,0.6,2.02,5,11,11,15.090909090909092,14,0,Dropout,3
1,42,7.6,2.6,0.32,0,6,5,12.4,9,0,Enrolled,1
1,21,11.1,0.6,2.02,0,6,5,14.0,10,0,Enrolled,0
1,50,15.5,2.8,-4.06,2,6,2,13.5,8,0,Dropout,1
4,19,12.4,0.5,1.79,0,5,0,0.0,5,0,Dropout,2
1,18,16.2,0.3,-0.92,0,7,4,12.65,12,0,Dropout,0
1,59,16.2,0.3,-0.92,0,5,0,0.0,7,0,Dropout,1
1,33,7.6,2.6,0.32,0,5,0,0.0,5,0,Dropout,2
2,23,9.4,-0.8,-3.12,0,6,6,13.333333333333334,8,0,Graduate,0
1,44,13.9,-0.3,0.79,0,5,3,11.333333333333334,9,0,Dropout,1
4,37,9.4,-0.8,-3.12,0,6,0,0.0,0,0,Dropout,1
1,36,10.8,1.4,1.74,0,0,0,0.0,0,0,Dropout,2
2,22,7.6,2.6,0.32,0,5,3,11.666666666666666,7,0,Dropout,0
1,49,12.4,0.5,1.79,0,6,6,12.166666666666666,8,0,Graduate,1
1,23,11.1,0.6,2.02,0,6,6,13.333333333333334,7,0,Graduate,0
1,19,7.6,2.6,0.32,0,6,5,11.4,7,0,Enrolled,0
1,47,16.2,0.3,-0.92,0,6,6,12.142857142857142,9,0,Dropout,1
1,28,15.5,2.8,-4.06,9,18,17,13.058823529411764,36,1,Graduate,3
1,21,15.5,2.8,-4.06,0,6,4,11.75,13,0,Enrolled,0
1,21,8.9,1.4,3.51,0,6,5,11.833333333333334,9,0,Dropout,0
1,21,13.9,-0.3,0.79,9,11,10,12.4,14,0,Graduate,3
1,20,13.9,-0.3,0.79,1,6,6,13.428571428571429,8,1,Enrolled,0
1,49,10.8,1.4,1.74,0,5,0,0.0,5,0,Dropout,1
1,40,15.5,2.8,-4.06,0,5,5,11.0,5,0,Graduate,1
1,22,11.1,0.6,2.02,0,6,6,13.625,8,0,Graduate,0
1,19,15.5,2.8,-4.06,2,5,4,11.8,6,0,Enrolled,0
1,31,13.9,-0.3,0.79,0,5,0,0.0,5,0,Dropout,2
1,30,15.5,2.8,-4.06,1,6,2,15.0,9,0,Dropout,0
1,19,7.6,2.6,0.32,0,6,5,10.8,9,0,Graduate,0
1,22,9.4,-0.8,-3.12,0,5,3,13.666666666666666,11,0,Dropout,0
1,19,15.5,2.8,-4.06,0,6,6,12.833333333333334,8,0,Graduate,0
1,21,7.6,2.6,0.32,0,0,0,0.0,0,0,Dropout,2
3,19,11.1,0.6,2.02,0,6,6,15.125,8,0,Graduate,0
2,22,16.2,0.3,-0.92,0,5,0,0.0,11,0,Dropout,2
1,22,10.8,1.4,1.74,0,6,5,11.4,10,0,Graduate,0
1,19,9.4,-0.8,-3.12,0,6,4,12.25,12,0,Graduate,0
1,26,16.2,0.3,-0.92,0,6,0,0.0,0,0,Dropout,2
1,23,12.4,0.5,1.79,3,7,3,14.0,12,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,6,6,12.333333333333334,7,0,Enrolled,0
1,22,15.5,2.8,-4.06,0,5,5,10.666666666666666,8,0,Enrolled,0
5,19,12.4,0.5,1.79,0,5,5,11.833333333333334,9,0,Enrolled,0
1,20,11.1,0.6,2.02,0,5,0,0.0,14,0,Dropout,2
3,22,7.6,2.6,0.32,0,6,6,11.666666666666666,6,0,Enrolled,0
1,18,12.7,3.7,-1.7,2,5,2,13.0,7,0,Dropout,0
2,39,10.8,1.4,1.74,0,2,0,0.0,5,0,Dropout,1
1,18,10.8,1.4,1.74,0,8,0,0.0,8,3,Dropout,2
3,18,8.9,1.4,3.51,0,5,5,13.0,5,0,Graduate,0
1,19,13.9,-0.3,0.79,0,6,6,13.857142857142858,7,0,Graduate,0
1,18,12.4,0.5,1.79,0,7,6,13.391666666666666,7,0,Graduate,0
1,18,7.6,2.6,0.32,0,5,4,12.75,7,0,Dropout,0
1,22,10.8,1.4,1.74,0,5,4,14.5,7,0,Graduate,0
1,19,12.4,0.5,1.79,0,6,6,12.166666666666666,7,0,Graduate,0
1,18,12.7,3.7,-1.7,0,5,5,15.4,5,0,Dropout,0
1,31,16.2,0.3,-0.92,0,5,2,13.333333333333334,9,0,Dropout,1
1,28,12.7,3.7,-1.7,0,5,0,0.0,5,0,Dropout,2
1,19,15.5,2.8,-4.06,0,6,0,0.0,0,0,Dropout,2
1,20,16.2,0.3,-0.92,0,6,6,13.714285714285714,7,0,Graduate,0
1,50,8.9,1.4,3.51,0,6,4,12.25,7,0,Dropout,1
1,38,13.9,-0.3,0.79,1,6,5,16.0,9,1,Enrolled,1
1,31,9.4,-0.8,-3.12,0,5,1,11.0,8,0,Dropout,1
1,27,7.6,2.6,0.32,0,7,7,14.085714285714284,7,0,Enrolled,0
1,21,12.7,3.7,-1.7,0,6,6,10.166666666666666,9,0,Graduate,0
1,34,8.9,1.4,3.51,0,5,1,10.0,8,0,Dropout,1
1,19,7.6,2.6,0.32,0,5,0,0.0,10,0,Enrolled,2
1,40,9.4,-0.8,-3.12,0,5,2,10.5,10,0,Dropout,1
1,18,12.7,3.7,-1.7,0,0,0,0.0,0,0,Graduate,2
1,46,15.5,2.8,-4.06,0,6,0,0.0,6,0,Dropout,1
5,37,7.6,2.6,0.32,0,6,0,0.0,12,0,Dropout,1
1,31,16.2,0.3,-0.92,0,6,0,0.0,8,0,Dropout,2
1,34,12.4,0.5,1.79,0,6,5,13.333333333333334,15,0,Graduate,1
6,18,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Dropout,2
1,18,12.4,0.5,1.79,0,6,6,13.571428571428571,7,0,Graduate,0
4,19,11.1,0.6,2.02,0,6,6,12.833333333333334,6,0,Graduate,0
1,40,15.5,2.8,-4.06,1,5,4,10.25,6,0,Dropout,1
1,25,12.4,0.5,1.79,0,6,0,0.0,6,0,Dropout,2
5,20,11.1,0.6,2.02,0,5,4,14.5,5,0,Dropout,0
1,20,11.1,0.6,2.02,0,5,5,15.8,6,0,Enrolled,0
1,43,15.5,2.8,-4.06,0,6,0,0.0,0,0,Dropout,1
4,18,7.6,2.6,0.32,0,5,4,12.5,8,0,Enrolled,0
1,35,15.5,2.8,-4.06,16,18,18,11.666666666666666,22,0,Graduate,3
2,23,7.6,2.6,0.32,0,5,4,13.0,6,0,Graduate,0
1,19,12.4,0.5,1.79,0,7,7,12.12142857142857,8,0,Graduate,0
1,21,8.9,1.4,3.51,7,11,9,14.22222222222222,15,0,Graduate,3
1,19,13.9,-0.3,0.79,0,6,4,12.5,17,0,Enrolled,0
1,20,12.4,0.5,1.79,0,5,5,12.166666666666666,7,0,Graduate,0
1,30,12.4,0.5,1.79,0,6,0,0.0,0,0,Dropout,2
1,44,12.4,0.5,1.79,0,6,6,12.666666666666666,6,0,Graduate,1
1,19,12.7,3.7,-1.7,0,8,7,13.614285714285714,8,0,Graduate,0
1,22,16.2,0.3,-0.92,11,18,12,12.857142857142858,32,1,Graduate,3
1,18,7.6,2.6,0.32,0,5,4,14.0,7,0,Graduate,0
1,21,12.7,3.7,-1.7,0,6,4,14.75,8,0,Graduate,0
2,18,7.6,2.6,0.32,0,6,0,0.0,0,0,Dropout,2
4,18,11.1,0.6,2.02,0,6,6,13.625,8,0,Graduate,0
1,19,7.6,2.6,0.32,0,0,0,0.0,0,0,Graduate,2
1,21,16.2,0.3,-0.92,0,6,4,11.8,12,0,Dropout,0
1,31,16.2,0.3,-0.92,0,6,6,15.125,8,0,Graduate,1
5,21,9.4,-0.8,-3.12,0,6,4,11.5,10,0,Dropout,0
1,24,8.9,1.4,3.51,0,5,1,10.0,12,0,Enrolled,0
1,27,9.4,-0.8,-3.12,0,4,0,0.0,8,0,Dropout,2
5,20,12.4,0.5,1.79,0,5,3,10.333333333333334,9,0,Graduate,0
1,22,10.8,1.4,1.74,0,5,0,0.0,9,0,Enrolled,2
1,19,15.5,2.8,-4.06,0,6,4,12.0,9,2,Enrolled,0
1,19,8.9,1.4,3.51,0,6,6,13.833333333333334,6,0,Graduate,0
1,23,11.1,0.6,2.02,13,17,13,12.153846153846152,19,0,Enrolled,3
1,18,12.4,0.5,1.79,0,6,6,14.0,7,0,Graduate,0
1,29,11.1,0.6,2.02,0,6,6,16.5,8,0,Enrolled,0
1,29,10.8,1.4,1.74,0,5,1,18.0,11,2,Dropout,0
1,20,16.2,0.3,-0.92,0,6,6,11.285714285714286,11,0,Enrolled,0
5,19,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Graduate,2
3,22,10.8,1.4,1.74,0,0,0,0.0,0,0,Enrolled,2
2,20,11.1,0.6,2.02,0,6,5,14.0,10,0,Enrolled,0
1,24,9.4,-0.8,-3.12,0,5,4,13.75,13,1,Enrolled,0
1,21,12.7,3.7,-1.7,0,6,4,13.25,9,0,Dropout,0
1,25,12.7,3.7,-1.7,0,5,4,14.25,7,0,Graduate,0
1,32,9.4,-0.8,-3.12,0,5,0,0.0,9,1,Dropout,2
1,26,7.6,2.6,0.32,8,12,8,11.25,12,0,Dropout,3
1,18,12.4,0.5,1.79,0,6,6,13.5,7,0,Graduate,0
1,19,16.2,0.3,-0.92,0,6,5,12.666666666666666,8,0,Graduate,0
3,19,12.4,0.5,1.79,0,6,6,15.166666666666666,6,0,Graduate,0
1,27,11.1,0.6,2.02,4,6,6,13.166666666666666,6,0,Dropout,0
1,21,8.9,1.4,3.51,7,12,10,11.8,20,0,Enrolled,3
1,20,13.9,-0.3,0.79,0,5,4,11.5,10,0,Enrolled,0
1,21,12.4,0.5,1.79,0,6,6,14.5,6,0,Graduate,0
5,22,9.4,-0.8,-3.12,0,6,5,13.4,10,0,Enrolled,0
1,19,12.7,3.7,-1.7,0,0,0,0.0,0,0,Graduate,2
4,18,11.1,0.6,2.02,0,5,4,10.8,8,0,Dropout,0
2,28,13.9,-0.3,0.79,0,5,0,0.0,6,0,Dropout,2
1,25,15.5,2.8,-4.06,3,10,6,11.428571428571429,23,0,Dropout,3
1,25,15.5,2.8,-4.06,8,14,8,12.5,24,2,Dropout,3
1,18,8.9,1.4,3.51,0,5,2,13.5,11,0,Enrolled,0
1,26,10.8,1.4,1.74,0,6,0,0.0,6,0,Dropout,2
3,18,13.9,-0.3,0.79,0,5,5,12.75,8,0,Graduate,0
1,22,15.5,2.8,-4.06,0,6,3,11.333333333333334,17,3,Enrolled,0
1,25,16.2,0.3,-0.92,0,6,0,0.0,8,0,Dropout,2
2,19,8.9,1.4,3.51,0,6,5,11.4,9,0,Enrolled,0
2,19,13.9,-0.3,0.79,0,6,6,14.428571428571429,7,0,Graduate,0
1,19,16.2,0.3,-0.92,0,7,7,12.492857142857144,9,0,Graduate,0
1,45,10.8,1.4,1.74,2,8,4,11.5,10,0,Dropout,1
1,52,7.6,2.6,0.32,0,5,5,11.2,7,0,Graduate,1
1,20,9.4,-0.8,-3.12,0,5,3,12.0,9,1,Dropout,0
1,19,10.8,1.4,1.74,0,8,7,15.885714285714286,8,0,Graduate,0
1,21,12.4,0.5,1.79,0,7,4,12.94,12,0,Dropout,0
1,35,9.4,-0.8,-3.12,0,6,6,14.0,6,0,Graduate,1
1,36,7.6,2.6,0.32,0,0,0,0.0,0,0,Graduate,2
1,47,15.5,2.8,-4.06,0,7,0,0.0,7,7,Dropout,1
1,22,8.9,1.4,3.51,0,5,0,0.0,0,0,Dropout,2
1,41,7.6,2.6,0.32,0,5,4,11.25,8,0,Dropout,1
1,26,10.8,1.4,1.74,0,5,0,0.0,5,0,Dropout,2
1,51,10.8,1.4,1.74,0,6,4,11.25,13,0,Dropout,1
2,43,9.4,-0.8,-3.12,0,5,3,10.666666666666666,11,0,Enrolled,1
2,41,7.6,2.6,0.32,0,6,5,11.8,9,0,Graduate,1
2,23,7.6,2.6,0.32,5,10,8,11.625,19,1,Graduate,3
2,22,9.4,-0.8,-3.12,0,6,0,0.0,11,0,Dropout,2
2,25,12.7,3.7,-1.7,0,6,4,10.25,8,0,Dropout,0
1,25,9.4,-0.8,-3.12,14,15,15,10.8,16,0,Graduate,3
1,22,8.9,1.4,3.51,5,12,11,12.545454545454543,15,0,Graduate,3
1,24,8.9,1.4,3.51,0,7,7,13.571428571428571,7,0,Enrolled,0
1,47,16.2,0.3,-0.92,0,6,0,0.0,0,0,Dropout,1
1,41,7.6,2.6,0.32,0,5,0,0.0,5,0,Dropout,1
1,43,13.9,-0.3,0.79,0,6,6,14.77777777777778,9,0,Graduate,1
1,29,16.2,0.3,-0.92,0,3,0,0.0,4,0,Dropout,2
2,30,7.6,2.6,0.32,0,2,0,0.0,2,0,Dropout,2
2,26,12.7,3.7,-1.7,0,4,0,0.0,4,0,Dropout,2
2,27,15.5,2.8,-4.06,0,5,0,0.0,10,0,Dropout,2
2,36,9.4,-0.8,-3.12,0,5,5,11.4,5,0,Graduate,1
1,29,15.5,2.8,-4.06,3,9,6,11.666666666666666,13,0,Dropout,3
1,35,9.4,-0.8,-3.12,6,10,7,11.285714285714286,12,0,Dropout,1
1,18,10.8,1.4,1.74,0,6,4,11.5,12,0,Graduate,0
1,24,8.9,1.4,3.51,0,5,5,16.0,5,0,Graduate,0
3,18,10.8,1.4,1.74,0,6,6,12.5,6,0,Dropout,0
4,18,7.6,2.6,0.32,0,5,4,12.0,7,0,Enrolled,0
1,21,9.4,-0.8,-3.12,0,5,0,0.0,11,2,Enrolled,2
1,21,9.4,-0.8,-3.12,0,5,5,13.0,10,0,Graduate,0
1,32,15.5,2.8,-4.06,8,18,13,13.714285714285714,27,1,Graduate,3
4,22,11.1,0.6,2.02,0,5,3,12.333333333333334,9,0,Dropout,0
1,32,15.5,2.8,-4.06,11,17,11,12.727272727272728,31,4,Dropout,3
1,35,9.4,-0.8,-3.12,1,5,1,14.0,5,0,Dropout,1
3,23,8.9,1.4,3.51,0,5,0,0.0,0,0,Dropout,2
1,39,7.6,2.6,0.32,0,6,5,11.4,8,0,Enrolled,1
1,35,9.4,-0.8,-3.12,0,5,0,0.0,5,0,Dropout,2
1,32,16.2,0.3,-0.92,0,6,6,18.875,8,0,Graduate,1
1,20,7.6,2.6,0.32,0,6,0,0.0,12,0,Dropout,2
1,34,16.2,0.3,-0.92,0,7,6,11.333333333333334,15,0,Enrolled,1
1,44,8.9,1.4,3.51,3,7,7,13.5,9,0,Dropout,1
1,53,16.2,0.3,-0.92,7,11,2,15.0,12,7,Graduate,1
1,28,12.4,0.5,1.79,0,5,0,0.0,10,0,Dropout,2
1,31,12.7,3.7,-1.7,9,9,9,14.22222222222222,9,0,Dropout,3
1,18,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Enrolled,2
1,44,15.5,2.8,-4.06,2,7,4,12.0,14,2,Dropout,1
1,19,12.7,3.7,-1.7,0,5,5,12.6,9,1,Graduate,0
1,21,8.9,1.4,3.51,6,12,12,15.083333333333334,12,0,Enrolled,3
1,18,9.4,-0.8,-3.12,0,5,0,0.0,5,0,Dropout,2
1,20,16.2,0.3,-0.92,0,6,6,14.5,8,0,Graduate,0
1,55,11.1,0.6,2.02,0,6,6,14.5,6,0,Graduate,1
1,27,7.6,2.6,0.32,0,5,3,10.0,12,0,Enrolled,0
2,19,12.4,0.5,1.79,0,5,0,0.0,0,0,Dropout,2
1,18,12.4,0.5,1.79,0,5,5,11.6,5,0,Graduate,0
1,43,15.5,2.8,-4.06,0,6,4,11.75,10,0,Dropout,1
3,18,13.9,-0.3,0.79,0,6,0,0.0,0,0,Dropout,2
1,18,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Dropout,2
5,20,8.9,1.4,3.51,0,6,0,0.0,7,0,Dropout,2
1,29,10.8,1.4,1.74,0,5,4,11.25,7,0,Dropout,0
1,44,13.9,-0.3,0.79,0,6,5,11.571428571428571,9,0,Dropout,1
1,18,10.8,1.4,1.74,0,5,4,10.0,7,0,Enrolled,0
1,20,15.5,2.8,-4.06,0,6,5,13.833333333333334,11,0,Enrolled,0
1,20,12.4,0.5,1.79,3,6,4,12.75,6,0,Dropout,0
2,36,10.8,1.4,1.74,0,4,0,0.0,4,0,Dropout,1
1,19,13.9,-0.3,0.79,1,6,5,11.6,13,0,Enrolled,0
1,29,12.7,3.7,-1.7,0,5,0,0.0,5,0,Dropout,2
1,18,10.8,1.4,1.74,0,6,4,11.25,6,0,Dropout,0
1,24,13.9,-0.3,0.79,0,6,0,0.0,0,0,Dropout,2
1,20,15.5,2.8,-4.06,0,6,6,14.333333333333334,6,0,Graduate,0
1,45,16.2,0.3,-0.92,0,6,0,0.0,7,0,Dropout,1
2,28,7.6,2.6,0.32,18,23,20,13.5,23,3,Graduate,3
1,23,7.6,2.6,0.32,0,6,6,12.666666666666666,8,0,Enrolled,0
1,18,12.4,0.5,1.79,0,7,7,12.444285714285714,7,0,Graduate,0
2,23,9.4,-0.8,-3.12,0,5,3,10.666666666666666,7,1,Dropout,0
1,22,7.6,2.6,0.32,0,0,0,0.0,0,0,Enrolled,2
1,22,12.4,0.5,1.79,1,6,6,12.666666666666666,6,0,Graduate,0
1,33,10.8,1.4,1.74,0,5,5,13.2,5,0,Graduate,1
1,21,8.9,1.4,3.51,7,12,10,12.7,20,0,Graduate,3
1,45,15.5,2.8,-4.06,0,5,5,14.833333333333334,6,0,Graduate,1
1,44,15.5,2.8,-4.06,4,10,4,11.5,10,0,Dropout,1
1,42,12.7,3.7,-1.7,0,6,0,0.0,0,0,Dropout,1
1,20,12.4,0.5,1.79,0,5,0,0.0,0,0,Dropout,2
6,20,9.4,-0.8,-3.12,0,5,3,12.666666666666666,7,1,Enrolled,0
2,20,8.9,1.4,3.51,0,6,6,14.714285714285714,7,0,Graduate,0
2,20,9.4,-0.8,-3.12,0,6,3,13.666666666666666,11,0,Enrolled,0
2,19,8.9,1.4,3.51,0,5,5,10.8,9,0,Enrolled,0
1,26,12.4,0.5,1.79,2,8,4,10.5,13,0,Dropout,0
1,31,13.9,-0.3,0.79,0,6,6,15.0,10,0,Graduate,1
1,19,16.2,0.3,-0.92,0,6,6,12.666666666666666,6,0,Graduate,0
1,28,7.6,2.6,0.32,0,6,6,13.166666666666666,7,0,Graduate,0
1,20,10.8,1.4,1.74,0,0,0,0.0,0,0,Graduate,2
2,43,9.4,-0.8,-3.12,0,6,6,13.0,6,0,Graduate,1
1,25,15.5,2.8,-4.06,0,0,0,0.0,0,0,Dropout,2
1,40,16.2,0.3,-0.92,0,6,2,10.0,13,0,Dropout,1
1,20,12.4,0.5,1.79,2,6,6,13.333333333333334,7,0,Graduate,0
1,46,11.1,0.6,2.02,0,6,3,12.333333333333334,13,0,Graduate,1
1,26,8.9,1.4,3.51,14,21,20,13.181818181818182,23,0,Graduate,3
1,34,12.4,0.5,1.79,0,7,6,12.513333333333334,7,0,Graduate,1
3,19,10.8,1.4,1.74,0,6,0,0.0,0,0,Dropout,2
6,18,12.7,3.7,-1.7,0,8,7,13.585714285714284,8,0,Graduate,0
1,18,12.7,3.7,-1.7,0,7,7,11.155555555555557,9,0,Graduate,0
1,37,13.9,-0.3,0.79,1,7,6,11.857142857142858,9,0,Graduate,1
1,23,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Graduate,2
1,26,15.5,2.8,-4.06,9,14,14,14.0,14,0,Graduate,3
2,18,10.8,1.4,1.74,0,6,5,12.0,8,0,Dropout,0
1,18,12.4,0.5,1.79,0,7,4,11.575,15,0,Enrolled,0
4,19,11.1,0.6,2.02,0,7,7,13.198571428571428,8,0,Graduate,0
2,18,12.4,0.5,1.79,0,6,6,13.5,10,0,Graduate,0
1,19,8.9,1.4,3.51,0,6,6,13.333333333333334,6,0,Dropout,0
4,20,8.9,1.4,3.51,0,5,4,14.25,10,0,Enrolled,0
1,22,9.4,-0.8,-3.12,0,6,6,12.166666666666666,7,0,Graduate,0
3,18,12.7,3.7,-1.7,0,8,7,12.214285714285714,8,0,Graduate,0
1,18,13.9,-0.3,0.79,0,6,6,12.666666666666666,8,0,Graduate,0
3,18,8.9,1.4,3.51,0,6,6,12.285714285714286,7,0,Graduate,0
6,18,12.4,0.5,1.79,0,6,6,13.0,7,0,Graduate,0
2,18,8.9,1.4,3.51,0,6,6,12.142857142857142,8,0,Graduate,0
6,19,11.1,0.6,2.02,0,7,7,13.875714285714285,8,0,Graduate,0
1,20,15.5,2.8,-4.06,0,6,0,0.0,0,0,Dropout,2
4,19,15.5,2.8,-4.06,0,6,6,11.666666666666666,12,0,Dropout,0
2,18,15.5,2.8,-4.06,0,6,6,13.153846153846152,13,0,Graduate,0
4,18,12.4,0.5,1.79,0,6,6,14.5,6,0,Dropout,0
6,18,11.1,0.6,2.02,0,7,7,14.44142857142857,7,0,Graduate,0
2,18,12.4,0.5,1.79,0,6,6,15.166666666666666,6,0,Graduate,0
1,18,10.8,1.4,1.74,0,5,5,11.6,5,0,Graduate,0
1,18,16.2,0.3,-0.92,0,6,6,11.666666666666666,6,0,Graduate,0
1,20,16.2,0.3,-0.92,0,6,6,12.625,8,0,Graduate,0
2,19,9.4,-0.8,-3.12,0,6,3,12.666666666666666,14,0,Graduate,0
1,18,8.9,1.4,3.51,0,6,6,12.833333333333334,7,1,Enrolled,0
1,19,12.4,0.5,1.79,0,6,6,11.857142857142858,7,0,Graduate,0
2,19,12.7,3.7,-1.7,0,6,5,11.4,8,1,Enrolled,0
1,19,9.4,-0.8,-3.12,0,5,5,14.857142857142858,10,2,Enrolled,0
1,19,12.4,0.5,1.79,0,6,6,14.714285714285714,7,0,Graduate,0
1,20,8.9,1.4,3.51,0,6,6,13.5,6,0,Graduate,0
1,18,10.8,1.4,1.74,0,5,4,11.5,7,0,Graduate,0
1,33,12.4,0.5,1.79,2,5,2,14.0,9,0,Dropout,1
1,19,13.9,-0.3,0.79,0,7,6,12.833333333333334,8,0,Dropout,0
2,18,15.5,2.8,-4.06,0,7,7,13.428571428571429,7,0,Graduate,0
1,19,8.9,1.4,3.51,0,6,0,0.0,0,0,Dropout,2
1,19,15.5,2.8,-4.06,0,6,3,11.666666666666666,18,0,Enrolled,0
3,18,12.4,0.5,1.79,0,6,6,16.0,6,0,Graduate,0
1,20,10.8,1.4,1.74,0,6,6,13.833333333333334,6,0,Graduate,0
5,19,9.4,-0.8,-3.12,0,8,8,13.2325,9,1,Graduate,0
2,18,9.4,-0.8,-3.12,0,6,6,14.0,6,0,Graduate,0
2,19,13.9,-0.3,0.79,0,6,2,10.0,14,0,Dropout,0
1,25,13.9,-0.3,0.79,8,16,15,13.333333333333334,16,0,Graduate,3
3,20,12.7,3.7,-1.7,0,6,6,12.5,6,0,Enrolled,0
1,19,12.7,3.7,-1.7,0,6,6,12.5,6,0,Graduate,0
1,33,7.6,2.6,0.32,0,5,2,10.5,8,0,Dropout,1
4,18,8.9,1.4,3.51,0,5,3,10.666666666666666,11,0,Enrolled,0
1,18,7.6,2.6,0.32,0,5,4,10.5,9,0,Enrolled,0
1,19,11.1,0.6,2.02,0,5,4,12.0,10,0,Graduate,0
2,18,12.4,0.5,1.79,0,0,0,0.0,0,0,Enrolled,2
1,19,13.9,-0.3,0.79,0,5,5,11.5,11,0,Enrolled,0
1,18,11.1,0.6,2.02,0,6,6,14.0,6,0,Dropout,0
5,18,7.6,2.6,0.32,0,6,6,13.5,7,0,Graduate,0
3,18,9.4,-0.8,-3.12,0,8,8,13.07375,8,0,Graduate,0
1,37,16.2,0.3,-0.92,0,7,2,10.75,9,0,Dropout,1
1,20,9.4,-0.8,-3.12,0,6,1,12.0,11,0,Enrolled,0
1,20,10.8,1.4,1.74,0,6,6,14.0,6,0,Graduate,0
1,21,11.1,0.6,2.02,0,6,6,12.333333333333334,7,0,Graduate,0
1,18,12.4,0.5,1.79,0,7,7,13.464285714285714,7,0,Graduate,0
1,26,15.5,2.8,-4.06,0,6,3,10.666666666666666,14,1,Enrolled,0
1,41,7.6,2.6,0.32,0,5,5,11.6,6,0,Enrolled,1
2,18,16.2,0.3,-0.92,0,6,6,13.666666666666666,6,0,Graduate,0
4,18,9.4,-0.8,-3.12,0,8,8,14.4025,9,1,Graduate,0
1,31,11.1,0.6,2.02,0,7,7,15.46875,9,0,Graduate,1
1,23,12.7,3.7,-1.7,0,6,6,12.625,8,0,Graduate,0
4,19,7.6,2.6,0.32,0,7,6,14.983333333333334,7,0,Graduate,0
3,20,11.1,0.6,2.02,0,6,6,15.0,6,0,Graduate,0
1,40,12.7,3.7,-1.7,5,9,9,15.88888888888889,9,0,Graduate,1
1,32,16.2,0.3,-0.92,0,6,4,11.5,14,0,Dropout,1
4,24,10.8,1.4,1.74,0,6,2,10.5,14,0,Dropout,0
4,18,7.6,2.6,0.32,0,7,6,13.983333333333334,7,0,Graduate,0
1,18,10.8,1.4,1.74,0,6,6,13.0,6,0,Graduate,0
1,18,10.8,1.4,1.74,0,6,6,13.666666666666666,6,0,Graduate,0
